,category,medicine_name,therapeutic_area,common_name,active_substance,patient_safety,authorisation_status,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,revision_number
1032,human,Teysuno,Stomach Neoplasms,"tegafur, gimeracil, oteracil","tegafur, gimeracil, oteracil",False,authorised,False,False,False,False,False,False,False,Nordic Group B.V.,Antineoplastic agents,21.0
1033,veterinary,Forceris,,"toltrazuril, iron (iii) ion","toltrazuril, iron (iii) ion",False,authorised,False,False,False,False,False,False,False,CEVA Santé Animale,"toltrazuril, combinations",1.0
1034,human,Skysona,Adrenoleukodystrophy,elivaldogene autotemcel,elivaldogene autotemcel,False,withdrawn,True,False,False,False,False,False,False,bluebird bio (Netherlands) B.V.,Other nervous system drugs,
1035,human,Oxervate,Keratitis,cenegermin,recombinant human nerve growth factor,False,authorised,True,False,False,False,False,True,True,Dompe farmaceutici s.p.a.,Ophthalmologicals,1.0
1036,human,Stimufend,Neutropenia,pegfilgrastim,pegfilgrastim,False,authorised,True,False,True,False,False,False,False,Fresenius Kabi Deutschland GmbH,"Immunostimulants, , Colony stimulating factors",
1037,human,Trimbow,"Pulmonary Disease, Chronic Obstructive","beclometasone, formoterol, glycopyrronium bromide","beclometasone dipropionate, formoterol fumarate dihydrate, glycopyrronium bromide",False,authorised,False,False,False,False,False,False,False,Chiesi Farmaceutici S.p.A.,"Drugs for obstructive airway diseases,",7.0
1038,human,Lenalidomide Accord,Multiple Myeloma,lenalidomide,lenalidomide,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Immunosuppressants,9.0
1039,human,Tractocile,Premature Birth,atosiban,atosiban (as acetate),False,authorised,False,False,False,False,False,False,False,Ferring Pharmaceuticals A/S,Other gynecologicals,24.0
1040,human,Avamys,"Rhinitis, Allergic, Seasonal;  Rhinitis, Allergic, Perennial",fluticasone furoate,fluticasone furoate,False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline (Ireland) Limited,"Nasal preparations, Corticosteroids",22.0
1041,veterinary,Purevax RC,,vaccine against feline viral rhinotracheitis and feline calicivirosis,"attenuated feline rhinotracheitis herpesvirus (fhv f2 strain), inactivated feline calicivirosis antigens (fcv 431 and g1 strains)",False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim Vetmedica GmbH,"Immunologicals for felidae,",16.0
1042,human,Temomedac,Glioma;  Glioblastoma,temozolomide,temozolomide,False,authorised,False,True,False,False,False,False,False,medac Gesellschaft für klinische Spezialpräparate mbH,Antineoplastic agents,15.0
1043,human,Rivaroxaban Accord,Acute Coronary Syndrome;  Coronary Artery Disease;  Peripheral Arterial Disease;  Venous Thromboembolism;  Stroke;  Atrial Fibrillation;  Pulmonary Embolism,rivaroxaban,rivaroxaban,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Antithrombotic agents,2.0
1044,human,Rekovelle,Anovulation,follitropin delta,follitropin delta,False,authorised,False,False,False,False,False,False,False,Ferring Pharmaceuticals A/S,"Sex hormones and modulators of the genital system,",5.0
1045,human,Bortezomib Accord,Multiple Myeloma,bortezomib,bortezomib,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Antineoplastic agents,13.0
1046,human,Yondelis,Ovarian Neoplasms;  Sarcoma,trabectedin,trabectedin,False,authorised,False,False,False,False,False,False,False,Pharma Mar S.A.,Antineoplastic agents,27.0
1047,human,Lamivudine/Zidovudine Teva,HIV Infections,"lamivudine, zidovudine","lamivudine, zidovudine",False,authorised,False,True,False,False,False,False,False,Teva Pharma B.V. ,Antivirals for systemic use,16.0
1048,human,Ameluz,"Keratosis, Actinic;  Carcinoma, Basal Cell",5-aminolevulinic acid hydrochloride,5-aminolevulinic acid hydrochloride,False,authorised,False,False,False,False,False,False,False,Biofrontera Bioscience GmbH,Antineoplastic agents,19.0
1049,human,Lojuxta,Hypercholesterolemia,lomitapide,lomitapide,False,authorised,True,False,False,False,True,False,False,Amryt Pharmaceuticals DAC,Lipid modifying agents,15.0
1050,veterinary,Bravecto,,fluralaner,fluralaner,False,authorised,False,False,False,False,False,False,False,Intervet International B.V,"Ectoparasiticides for systemic use, Isoxazolines",17.0
1051,veterinary,Respiporc FLUpan H1N1,,porcine influenza vaccine (inactivated),"influenza a virus/human strain: a/jena/vi5258/2009 (h1n1)pdm09, inactivated",False,authorised,False,False,False,False,False,False,False,CEVA Santé Animale,"Immunologicals, inactivated viral vaccines for pigs, porcine influenza virus",6.0
1052,human,NovoThirteen,"Blood Coagulation Disorders, Inherited",catridecacog,catridecacog,False,authorised,False,False,False,False,False,False,False,Novo Nordisk A/S,Antihemorrhagics,7.0
1053,human,Temozolomide Accord,Glioma;  Glioblastoma,temozolomide,temozolomide,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Antineoplastic agents,22.0
1054,human,Integrilin,"Angina, Unstable;  Myocardial Infarction",eptifibatide,eptifibatide,False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline (Ireland) Limited,Antithrombotic agents,26.0
1055,human,Latuda,Schizophrenia,lurasidone,lurasidone,False,authorised,False,False,False,False,False,False,False,Aziende Chimiche Riunite Angelini Francesco S.p.A.,"Psycholeptics,",25.0
1056,veterinary,Purevax FeLV,,vaccine against feline leukaemia,feline leukaemia virus recombinant canarypox virus (vcp97),False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim Vetmedica GmbH,"Immunologicals for felidae,",12.0
1057,human,Temozolomide Sun,Glioma;  Glioblastoma,temozolomide,temozolomide,False,authorised,False,True,False,False,False,False,False,Sun Pharmaceutical Industries Europe B.V.,Antineoplastic agents,19.0
1058,human,Besponsa,Precursor Cell Lymphoblastic Leukemia-Lymphoma,inotuzumab ozogamicin,inotuzumab ozogamicin,False,authorised,False,False,False,False,False,False,True,Pfizer Europe MA EEIG,Antineoplastic agents,9.0
1059,human,Pazenir,Breast Neoplasms,paclitaxel,paclitaxel,False,authorised,False,True,False,False,False,False,False,ratiopharm GmbH,Antineoplastic agents,7.0
1060,veterinary,Zenalpha,,"medetomidine hydrochloride, vatinoxan hydrochloride","medetomidine hydrochloride, vatinoxan hydrochloride",False,authorised,False,False,False,False,False,False,False,Vetcare Oy,"Psycholeptics, hypnotics and sedatives",
1061,human,Zebinix,Epilepsy,eslicarbazepine acetate,eslicarbazepine acetate,False,authorised,False,False,False,False,False,False,False,"BIAL - Portela & Ca, S.A.","Antiepileptics,",31.0
1062,human,Kentera (previously Oxybutynin Nicobrand),"Urinary Incontinence, Urge",oxybutynin,oxybutynin,False,authorised,False,False,False,False,False,False,False,Teva B.V. ,Urologicals,20.0
1063,human,Fingolimod Accord,"Multiple Sclerosis, Relapsing-Remitting",fingolimod,fingolimod hydrochloride ,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,"Immunosuppressants, Selective immunosuppressants",2.0
1064,human,Trisenox,"Leukemia, Promyelocytic, Acute",arsenic trioxide,arsenic trioxide,False,authorised,False,False,False,False,False,False,False,Teva B.V.,Antineoplastic agents,30.0
1065,human,Keppra,Epilepsy,levetiracetam,levetiracetam,False,authorised,False,False,False,False,False,False,False,UCB Pharma SA,"Antiepileptics,",52.0
1066,veterinary,Felpreva,,"emodepside, praziquantel, tigolaner","emodepside, praziquantel, tigolaner",False,authorised,False,False,False,False,False,False,False,Vétoquinol SA,"Anthelmintics,",
1067,human,Trydonis,"Pulmonary Disease, Chronic Obstructive","beclometasone, formoterol, glycopyrronium bromide","beclometasone dipropionate, formoterol fumarate dihydrate, glycopyrronium",False,authorised,False,False,False,False,False,False,False,Chiesi Farmaceutici S.p.A.,"Drugs for obstructive airway diseases,",4.0
1068,human,Jentadueto,"Diabetes Mellitus, Type 2","linagliptin, metformin hydrochloride","linagliptin, metformin",False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim International GmbH,Drugs used in diabetes,20.0
1069,veterinary,Evant,,coccidiosis vaccine live for chickens,"eimeria acervulina, strain 003, eimeria maxima, strain 013, eimeria mitis, strain 006, eimeria praecox, strain 007, eimeria tenella, strain 004",False,authorised,False,False,False,False,False,False,False,"Laboratorios Hipra, S.A.","Immunologicals for aves, Live parasitic vaccines",1.0
1070,human,Jayempi,Graft Rejection,azathioprine,azathioprine,False,authorised,False,False,False,False,False,False,False,Nova Laboratories Ireland Limited,Immunosuppressants,1.0
1071,human,Brinavess,Atrial Fibrillation,vernakalant hydrochloride,vernakalant hydrochloride,False,authorised,False,False,False,False,False,False,False,Correvio,Cardiac therapy,16.0
1072,human,CellCept,Graft Rejection,mycophenolate mofetil,mycophenolate mofetil,False,authorised,False,False,False,False,False,False,False,Roche Registration GmbH,Immunosuppressants,37.0
1073,human,Phesgo,Breast Neoplasms,"pertuzumab, trastuzumab","pertuzumab, trastuzumab",False,authorised,True,False,False,False,False,False,False,Roche Registration GmbH,Antineoplastic agents,3.0
1074,human,Zavesca,Gaucher Disease;  Niemann-Pick Diseases,miglustat,miglustat,False,authorised,False,False,False,False,False,False,False,Janssen Cilag International NV,"Other alimentary tract and metabolism products,",33.0
1075,human,Ivabradine Accord,Angina Pectoris;  Heart Failure,ivabradine,ivabradine hydrochloride,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Cardiac therapy,6.0
1076,human,Bortezomib Hospira,Multiple Myeloma,bortezomib,bortezomib,False,authorised,False,True,False,False,False,False,False,Pfizer Europe MA EEIG,Other antineoplastic agents,12.0
1077,veterinary,Fevaxyn Pentofel,,"inactivated feline panleukopenia virus, calicivirus, rhinotracheitis virus, leukaemia virus and chlamydophila felis","inactivated feline rhinotracheitis virus, inactivated feline calicivirus, inactivated feline chlamydophila felis, inactivated feline leukaemia virus, inactivated feline panleukopenia virus",False,authorised,False,False,False,False,False,False,False,Zoetis Belgium SA ,Immunologicals,20.0
1078,human,Tandemact,"Diabetes Mellitus, Type 2","pioglitazone, glimepiride","pioglitazone, glimepiride",False,authorised,False,False,False,False,False,False,False,CHEPLAPHARM Arzneimittel GmbH,Drugs used in diabetes,20.0
1079,human,Vivanza,Erectile Dysfunction,vardenafil,vardenafil,False,withdrawn,False,False,False,False,False,False,False,Bayer AG ,Urologicals,28.0
1080,human,Tolucombi,Hypertension,"telmisartan, hydrochlorothiazide","telmisartan, hydrochlorothiazide",False,authorised,False,True,False,False,False,False,False,"Krka, d.d., Novo mesto",telmisartan and diuretics,10.0
1081,human,Zykadia,"Carcinoma, Non-Small-Cell Lung",ceritinib,ceritinib,False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Antineoplastic agents,18.0
1082,human,Voxzogo,Achondroplasia,vosoritide,vosoritide,False,authorised,True,False,False,False,False,False,True,BioMarin International Limited,Drugs for treatment of bone diseases,1.0
1083,human,Inpremzia,Diabetes Mellitus,insulin human (rdna),insulin human (rdna),False,authorised,True,False,True,False,False,False,False,Baxter Holding B.V.,Drugs used in diabetes,
1084,human,Gencebok,Apnea,caffeine citrate,caffeine citrate,False,authorised,False,False,False,False,False,False,False,Gennisium Pharma,"Psychoanaleptics,",6.0
1085,veterinary,Letifend,,canine leishmaniasis vaccine (recombinant protein),recombinant protein q from leishmania infantum mon-1,False,authorised,False,False,False,False,False,False,False,"LETI Pharma, S.L.U.","Inactivated bacterial vaccines (including mycoplasma, toxoid and chlamydia)",11.0
1086,veterinary,Vectra 3D,,"dinotefuran, permethrin, and pyriproxyfen","dinotefuran, pyriproxyfen, permethrin",False,authorised,False,False,False,False,False,False,False,Ceva Sante Animale,"permethrin, combinations",7.0
1087,veterinary,Librela,,bedinvetmab,bedinvetmab,False,authorised,False,False,False,False,False,False,False,Zoetis Belgium,Analgesics,1.0
1088,human,Orencia,"Arthritis, Psoriatic;  Arthritis, Juvenile Rheumatoid;  Arthritis, Rheumatoid",abatacept,abatacept,False,authorised,False,False,False,False,False,False,False,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,37.0
1089,human,Leganto,Restless Legs Syndrome;  Parkinson Disease,rotigotine,rotigotine,False,withdrawn,False,False,False,False,False,False,False,UCB Pharma S.A.  ,Anti-Parkinson drugs,19.0
1090,human,Temozolomide Teva,Glioma;  Glioblastoma,temozolomide,temozolomide,False,authorised,False,True,False,False,False,False,False,Teva B.V. ,Antineoplastic agents,21.0
1091,human,Byannli (previously Paliperidone Janssen-Cilag International),Schizophrenia,paliperidone,paliperidone palmitate,False,authorised,False,False,False,False,False,False,False,Janssen-Cilag International N.V.  ,"Psycholeptics,",2.0
1092,veterinary,Tessie,,tasipimidine,tasipimidine sulfate,False,authorised,False,False,False,False,False,False,False,Orion Corporation,Other hypnotics and sedatives,
1093,veterinary,NexGard Combo,,"esafoxolaner, eprinomectin, praziquantel","eprinomectin, esafoxolaner, praziquantel",False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim Vetmedica GmbH,"Antiparasitic products, insecticides and repellents, Eprinomectin, combinations, , Avermectins",1.0
1094,human,Raylumis,Osteoarthritis;  Pain,tanezumab,tanezumab,False,refused,False,False,False,False,False,False,False,Pfizer Europe MA EEIG ,Analgesics,
1095,veterinary,Mhyosphere PCV ID,,"mycoplasma hyopneumoniae and porcine circovirus vaccine (inactivated, recombinant)","mycoplasma hyopneumoniae, strain 7304 (nexhyon), expressing the capsid protein of porcine circovirus type 2a, inactivated",False,authorised,False,False,False,False,False,False,False,"Laboratorios Hipra, S.A.","Immunologicals for suidae, Inactivated viral and inactivated bacterial vaccines",1.0
1096,human,Zyprexa Velotab,Schizophrenia;  Bipolar Disorder,olanzapine,olanzapine,False,authorised,False,False,False,False,False,False,False,Eli Lilly Nederland B.V.,"Psycholeptics,",31.0
1097,human,Zypadhera,Schizophrenia,olanzapine,olanzapine pamoate,False,authorised,False,False,False,False,False,False,False,Eli Lilly Nederland B.V.,"Psycholeptics,",21.0
1098,human,Alkindi,Adrenal Insufficiency,hydrocortisone,hydrocortisone,False,authorised,False,False,False,False,False,False,False,Diurnal Europe B.V.,Corticosteroids for systemic use,7.0
1099,human,Baraclude,"Hepatitis B, Chronic",entecavir,entecavir,False,authorised,False,False,False,False,False,False,False,Bristol-Myers Squibb Pharma EEIG,Antivirals for systemic use,27.0
1100,veterinary,Poulvac E. coli,,"escherichia coli aroa gene deleted, type o78, strain ec34195 (live)","live aroa gene deleted escherichia coli, type 078, strain ec34195",False,authorised,False,False,False,False,False,False,False,Zoetis Belgium SA,"Immunologicals for aves, Live bacterial vaccines",10.0
1101,veterinary,Tulinovet,,tulathromycin,tulathromycin,False,authorised,False,True,False,False,False,False,False,VMD N.V.,"Macrolides, Antibacterials for systemic use",2.0
1102,human,Translarna,"Muscular Dystrophy, Duchenne",ataluren,ataluren,False,authorised,True,False,False,True,False,False,True,PTC Therapeutics International Limited,Other drugs for disorders of the musculo-skeletal system,21.0
1103,human,DaTSCAN,"Tomography, Emission-Computed, Single-Photon;  Lewy Body Disease;  Parkinson Disease;  Alzheimer Disease",ioflupane (123l),ioflupane (123l),False,authorised,False,False,False,False,False,False,False,GE Healthcare B.V.,Diagnostic radiopharmaceuticals,23.0
1104,veterinary,Loxicom,,meloxicam,meloxicam,False,authorised,False,True,False,False,False,False,False,Norbrook Laboratories (Ireland) Limited,"Anti-inflammatory and anti-rheumatic products, non-steroids",17.0
1105,veterinary,Tulaven,,tulathromycin,tulathromycin,False,authorised,False,True,False,False,False,False,False,CEVA Santé Animale,Antibacterials for systemic use,3.0
1106,human,Atosiban SUN,Premature Birth,atosiban,atosiban (as acetate),False,authorised,False,True,False,False,False,False,False,Sun Pharmaceutical Industries Europe B.V.,Other gynecologicals,9.0
1107,human,Ifirmacombi,Hypertension,"irbesartan, hydrochlorothiazide","irbesartan, hydrochlorothiazide",False,authorised,False,True,False,False,False,False,False,"Krka, d.d., Novo mesto",Agents acting on the renin-angiotensin system,14.0
1108,human,Emselex,"Urinary Incontinence, Urge;  Urinary Bladder, Overactive",darifenacin hydrobromide,darifenacin hydrobromide,False,authorised,False,False,False,False,False,False,False,zr pharma& GmbH,"Urologicals, Drugs for urinary frequency and incontinence",25.0
1109,human,Staquis,"Dermatitis, Atopic",crisaborole,crisaborole,False,withdrawn,True,False,False,False,False,False,False,Pfizer Europe MA EEIG ,Other dermatological preparations,6.0
1110,human,Deferasirox Accord,Iron Overload;  beta-Thalassemia,deferasirox,deferasirox,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,"All other therapeutic products, Iron chelating agents",3.0
1111,veterinary,Vectra Felis,,"pyriproxyfen, dinotefuran","pyriproxyfen, dinotefuran",False,authorised,False,False,False,False,False,False,False,CEVA Santé Animale,"pyriproxyfen, combinations, Antiparasitic products, insecticides and repellents, Other ectoparasiticides for topical use",5.0
1112,human,Flebogamma DIF (previously Flebogammadif),"Mucocutaneous Lymph Node Syndrome;  Guillain-Barre Syndrome;  Bone Marrow Transplantation;  Purpura, Thrombocytopenic, Idiopathic;  Immunologic Deficiency Syndromes",human normal immunoglobulin,human normal immunoglobulin,False,authorised,False,False,False,False,False,False,False,Instituto Grifols S.A.,"Immune sera and immunoglobulins,",18.0
1113,veterinary,Zuprevo,,tildipirosin,tildipirosin,False,authorised,False,False,False,False,False,False,False,Intervet International BV,Antiinfectives for systemic use,4.0
1114,human,Spinraza,"Muscular Atrophy, Spinal",nusinersen,nusinersen sodium,False,authorised,False,False,False,False,False,True,True,Biogen Netherlands B.V.,Other nervous system drugs,13.0
1115,human,Busilvex,Hematopoietic Stem Cell Transplantation,busulfan,busulfan,False,authorised,False,False,False,False,False,False,False,Pierre Fabre Medicament,Antineoplastic agents,19.0
1116,veterinary,Meloxidolor,,meloxicam,meloxicam,False,authorised,False,True,False,False,False,False,False,Le Vet Beheer B.V,Oxicams,9.0
1117,human,Simponi,"Arthritis, Psoriatic;  Spondylitis, Ankylosing;  Colitis, Ulcerative;  Arthritis, Rheumatoid",golimumab,golimumab,False,authorised,False,False,False,False,False,False,False,Janssen Biologics B.V.,Immunosuppressants,43.0
1118,human,Tecovirimat SIGA,Poxviridae Infections;  Cowpox;  Monkeypox;  Vaccinia;  Smallpox,tecovirimat monohydrate,tecovirimat,False,authorised,True,False,False,False,False,False,False,SIGA Technologies Netherlands B.V.,Antivirals for systemic use,
1119,veterinary,Novaquin,,meloxicam,meloxicam,False,authorised,False,False,False,False,False,False,False,Le Vet Beheer B.V. ,Oxicams,4.0
1120,veterinary,Sedadex,,dexmedetomidine,dexmedetomidine hydrochloride,False,authorised,False,False,False,False,False,False,False,Le Vet Beheer B.V.,"Psycholeptics, Hypnotics and sedatives",5.0
1121,human,Insulin aspart Sanofi,Diabetes Mellitus,insulin aspart,insulin aspart,False,authorised,False,False,True,False,False,False,False,Sanofi Winthrop Industrie,Drugs used in diabetes,3.0
1122,human,Mektovi,Melanoma,binimetinib,binimetinib,False,authorised,True,False,False,False,False,False,False,Pierre Fabre Medicament,Antineoplastic agents,6.0
1123,human,Rapilysin,Myocardial Infarction,reteplase,reteplase,False,authorised,False,False,False,False,False,False,False,Actavis Group PTC ehf,Antithrombotic agents,26.0
1124,human,Dengvaxia,Dengue,"dengue tetravalent vaccine (live, attenuated)","chimeric yellow fever dengue virus serotype 1 (live, attenuated), chimeric yellow fever dengue virus serotype 2 (live, attenuated), chimeric yellow fever dengue virus serotype 3 (live, attenuated), chimeric yellow fever dengue virus serotype 4 (live, attenuated)",False,authorised,True,False,False,False,False,False,False,Sanofi Pasteur,"Vaccines,",3.0
1125,human,Cinacalcet Accordpharma,Hyperparathyroidism,cinacalcet,cinacalcet hydrochloride,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Calcium homeostasis,2.0
1126,veterinary,Equioxx,,firocoxib,firocoxib,False,authorised,False,False,False,False,False,False,False,Audevard,"Anti-inflammatory and anti-rheumatic products, non-steroids",12.0
1127,human,Targretin,"Lymphoma, T-Cell, Cutaneous",bexarotene,bexarotene,False,authorised,False,False,False,False,False,False,False,Eisai GmbH,Antineoplastic agents,23.0
1128,human,Verkazia,Conjunctivitis;  Keratitis,ciclosporin,ciclosporin,False,authorised,False,False,False,False,False,True,True,Santen Oy,Ophthalmologicals,6.0
1129,human,Ledaga,Mycosis Fungoides,chlormethine,chlormethine,False,authorised,False,False,False,False,False,False,True,Helsinn Birex Pharmaceuticals Ltd.,Antineoplastic agents,8.0
1130,human,Zoledronic Acid Accord,"Hypercalcemia;  Fractures, Bone;  Cancer",zoledronic acid,zoledronic acid monohydrate,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Bisphosphonates,9.0
1131,veterinary,Imoxat,,"imidacloprid, moxidectin","imidacloprid, moxidectin",False,authorised,False,True,False,False,False,False,False,Chanelle Pharmaceuticals Manufacturing Ltd,"Antiparasitic products, insecticides and repellents, macrocyclic lactones, milbemycins",
1132,veterinary,Suiseng Diff/A,,"clostridioides difficile, clostridium perfringens vaccine, inactivated","clostridioides difficile toxoid a, clostridioides difficile toxoid b, clostridium perfringens, type a, alpha toxoid",False,authorised,False,False,False,False,False,False,False,"Laboratorios Hipra, S.A.","Immunologicals for Suidae, inactivated bacterial vaccines for pigs, clostridium",
1133,veterinary,Apoquel,,oclacitinib maleate,oclacitinib maleate,False,authorised,False,False,False,False,False,False,False,Zoetis Belgium SA,"Agents for dermatitis, excluding corticosteroids",8.0
1134,human,Repaglinide Accord,"Diabetes Mellitus, Type 2",repaglinide,repaglinide,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Drugs used in diabetes,7.0
1135,human,Atripla,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil","efavirenz, emtricitabine, tenofovir disoproxil fumarate",False,withdrawn,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,36.0
1136,human,Duavive,Postmenopause,"oestrogens conjugated, bazedoxifene","oestrogens conjugated, bazedoxifene",False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,conjugated estrogens and bazedoxifene,14.0
1137,human,Kanjinti,Stomach Neoplasms;  Breast Neoplasms,trastuzumab,trastuzumab,False,authorised,True,False,True,False,False,False,False,Amgen Europe BV,Antineoplastic agents,9.0
1138,human,Movymia,Osteoporosis,teriparatide,teriparatide,False,authorised,False,False,True,False,False,False,False,STADA Arzneimittel AG,Calcium homeostasis,10.0
1139,human,Neulasta,Neutropenia;  Cancer,pegfilgrastim,pegfilgrastim,False,authorised,False,False,False,False,False,False,False,Amgen Europe B.V.,"Immunostimulants,",37.0
1140,human,Forsteo,"Osteoporosis;  Osteoporosis, Postmenopausal",teriparatide,teriparatide,False,authorised,False,False,False,False,False,False,False,Eli Lilly Nederland B.V.,Calcium homeostasis,24.0
1141,veterinary,Syvazul BTV,,bluetongue virus vaccine (inactivated) (multistrain: 1-2 strains out of a set of 3),"inactivated bluetongue virus, serotype 1, strain alg2006/01 e1, inactivated bluetongue virus, serotype 4, strain btv-4/spa-1/2004, inactivated bluetongue virus, serotype 8, strain bel2006/01",False,authorised,False,False,False,False,False,False,False,"LABORATORIOS SYVA, S.A.U.",Inactivated viral vaccines,3.0
1142,human,Voraxaze,Metabolic Side Effects of Drugs and Substances,glucarpidase,glucarpidase,False,authorised,True,False,False,False,True,False,True,SERB SAS,All other therapeutic products,
1143,human,Nouryant,Parkinson Disease,istradefylline,istradefylline,False,refused,False,False,False,False,False,False,False,Kyowa Kirin Holdings B.V.,Anti-Parkinson drugs,
1144,human,Klisyri,"Keratosis, Actinic",tirbanibulin,tirbanibulin,False,authorised,True,False,False,False,False,False,False,"Almirall, S.A.",Antibiotics and chemotherapeutics for dermatological use,1.0
1145,human,Ytracis,Radionuclide Imaging,yttrium [90y] chloride,yttrium (90y) chloride,False,withdrawn,False,False,False,False,False,False,False,CIS bio international,Diagnostic radiopharmaceuticals,7.0
1146,human,Lamivudine Teva Pharma B.V.,HIV Infections,lamivudine,lamivudine,False,authorised,False,True,False,False,False,False,False,Teva B.V. ,Antivirals for systemic use,18.0
1147,human,Pantoloc Control,Gastroesophageal Reflux,pantoprazole,pantoprazole,False,withdrawn,False,False,False,False,False,False,False,Takeda GmbH,Proton pump inhibitors,18.0
1148,human,Twinrix Paediatric,Immunization;  Hepatitis B;  Hepatitis A,hepatitis a (inactivated) and hepatitis b (rdna) (hab) vaccine (adsorbed),"hepatitis a virus (inactivated), hepatitis b surface antigen",False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",22.0
1149,human,Twinrix Adult,Hepatitis B;  Hepatitis A;  Immunization,hepatitis a (inactivated) and hepatitis b (rdna) (hab) vaccine (adsorbed),"hepatitis a virus (inactivated), hepatitis b surface antigen",False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",22.0
1150,human,Fendrix,Hepatitis B;  Immunization,"hepatitis b (rdna) vaccine (adjuvanted, adsorbed)",hepatitis b surface antigen,False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",11.0
1151,human,Ambirix,Hepatitis B;  Hepatitis A;  Immunization,hepatitis a (inactivated) and hepatitis b (rdna) (hab) vaccine (adsorbed),"hepatitis a virus (inactivated), hepatitis b surface antigen",False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",16.0
1152,human,Azilect,Parkinson Disease,rasagiline,rasagiline,False,authorised,False,False,False,False,False,False,False,Teva B.V.,Anti-Parkinson drugs,22.0
1153,veterinary,Novem,,meloxicam,meloxicam,False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim Vetmedica GmbH,"Anti-inflammatory and anti-rheumatic products, non-steroids",13.0
1154,veterinary,Metacam,,meloxicam,meloxicam,False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim Vetmedica GmbH,Oxicams,27.0
1155,human,Semglee,Diabetes Mellitus,insulin glargine,insulin glargine,False,authorised,True,False,True,False,False,False,False,Viatris Limited,Drugs used in diabetes,6.0
1156,human,Hizentra,Immunologic Deficiency Syndromes,human normal immunoglobulin (scig),human normal immunoglobulin (scig),False,authorised,False,False,False,False,False,False,False,CSL Behring GmbH,"Immune sera and immunoglobulins,",21.0
1157,human,Lonsurf,Colorectal Neoplasms,"trifluridine, tipiracil","trifluridine, tipiracil hydrochloride",False,authorised,False,False,False,False,False,False,False,Les Laboratoires Servier,Antineoplastic agents,7.0
1158,human,Colobreathe,Cystic Fibrosis,colistimethate sodium,colistimethate sodium,False,authorised,False,False,False,False,False,False,False,Teva B.V.,"Antibacterials for systemic use,",13.0
1159,human,Nexium Control,Gastroesophageal Reflux,esomeprazole,esomeprazole,False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline Dungarvan Limited,Proton pump inhibitors,16.0
1160,human,Levetiracetam Accord,Epilepsy,levetiracetam,levetiracetam,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,"Antiepileptics,",14.0
1161,human,Pioglitazone Accord,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Drugs used in diabetes,7.0
1162,human,Miglustat Gen.Orph,Gaucher Disease,miglustat,miglustat,False,authorised,False,True,False,False,False,False,False,Gen.Orph,"Other alimentary tract and metabolism products,",8.0
1163,human,Artesunate Amivas,Malaria,artesunate,artesunate,False,authorised,True,False,False,False,False,False,True,Amivas Ireland Ltd,Antiprotozoals,
1164,human,Palonosetron Accord,Vomiting;  Nausea;  Cancer,palonosetron,palonosetron,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,"Antiemetics and antinauseants,",5.0
1165,human,Memantine Accord,Alzheimer Disease,memantine,memantine hydrochloride,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Other anti-dementia drugs,7.0
